conflict_id,constraint_id,constraint_key,constraint_name,subject_org_id,object_org_id,month,relation_a,relation_b,edge_ids_a,edge_ids_b,final_status,conflict_action,expected_action,patecon_confidence,source_weighted_confidence,violation_rate,auto_filter_status,candidate_level,reason
C_000000034,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000004,ORG_000013,2023-02,05,11,E_000038180,E_000038182,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000035,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000004,ORG_000013,2023-02,04,19,E_000038179,E_000038184,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000036,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000004,ORG_000013,2023-02,03,11,E_000038178,E_000038182,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000038,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000004,ORG_000013,2023-03,04,11,E_000075459,E_000075464,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000039,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000004,ORG_000013,2023-03,05,11,E_000075460,E_000075464,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000040,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000004,ORG_000013,2023-03,03,11,E_000075458,E_000075464,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000041,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000115,ORG_000069,2023-03,04,11,E_000089892,E_000089894,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000042,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000115,ORG_000069,2023-03,05,11,E_000089893,E_000089894,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000043,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000115,ORG_000069,2023-03,04,19,E_000089892,E_000089896,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000044,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000115,ORG_000069,2023-03,03,11,E_000089891,E_000089894,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000046,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000001,ORG_000079,2023-04,06,19,E_000117932,E_000117935,review_only,review,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,review,,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000047,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000001,ORG_000079,2023-04,04,11,E_000117930,E_000117933,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000048,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000001,ORG_000079,2023-04,05,11,E_000117931,E_000117933,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000049,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000001,ORG_000079,2023-04,04,19,E_000117930,E_000117935,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000050,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000001,ORG_000079,2023-04,03,11,E_000117929,E_000117933,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000052,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000069,ORG_000115,2023-03,04,11,E_000086661,E_000086663,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000053,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000069,ORG_000115,2023-03,05,11,E_000086662,E_000086663,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000054,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000069,ORG_000115,2023-03,03,11,E_000086660,E_000086663,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000055,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000013,ORG_000014,2023-03,04,11,E_000078187,E_000078192,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000056,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000013,ORG_000014,2023-03,05,11,E_000078188,E_000078192,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000057,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000013,ORG_000014,2023-03,03,11,E_000078186,E_000078192,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000058,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000014,ORG_000013,2023-03,04,11,E_000078622,E_000078628,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000059,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000014,ORG_000013,2023-03,05,11,E_000078623,E_000078628,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000060,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000014,ORG_000013,2023-03,03,11,E_000078621,E_000078628,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000061,LLM_MUTEX_0002,08_19_overlap,08_19_overlap,ORG_000014,ORG_000001,2023-02,08,19,E_000040852,E_000040861,review_only,review,mark_mixed_or_downgrade,0.715782,0.715679,0.284218,review,,让步妥协与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000062,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000014,ORG_000001,2023-02,04,11,E_000040850,E_000040855,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000063,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000014,ORG_000001,2023-02,05,11,E_000040851,E_000040855,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000064,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000014,ORG_000001,2023-02,04,19,E_000040850,E_000040861,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000065,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000014,ORG_000001,2023-02,03,11,E_000040849,E_000040855,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000067,LLM_MUTEX_0003,07_19_overlap,07_19_overlap,ORG_000001,ORG_000014,2023-02,07,19,E_000037079,E_000037087,review_only,review,mark_mixed_or_downgrade,0.713936,0.713817,0.286064,review,,提供援助与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000068,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000001,ORG_000014,2023-02,04,11,E_000037077,E_000037082,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000069,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000001,ORG_000014,2023-02,05,11,E_000037078,E_000037082,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000070,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000001,ORG_000014,2023-02,04,19,E_000037077,E_000037087,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000071,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000001,ORG_000014,2023-02,03,11,E_000037076,E_000037082,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000073,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000002,ORG_000014,2023-03,04,11,E_000075021,E_000075024,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000074,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000002,ORG_000014,2023-03,05,11,E_000075022,E_000075024,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000075,LLM_MUTEX_0008,04_17_overlap,04_17_overlap,ORG_000002,ORG_000014,2023-03,04,17,E_000075021,E_000075026,review_only,review,mark_mixed,0.71722,0.716729,0.28278,review,,协商磋商与强制行动可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000076,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000002,ORG_000014,2023-03,03,11,E_000075020,E_000075024,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000077,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000014,ORG_000649,2023-03,04,19,E_000078896,E_000078899,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000079,LLM_MUTEX_0001,08_17_overlap,08_17_overlap,ORG_000013,ORG_000004,2023-03,08,17,E_000078166,E_000078170,review_only,review,mark_mixed_or_downgrade,0.691995,0.690783,0.308005,review,,让步妥协与强制行动通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000080,LLM_MUTEX_0002,08_19_overlap,08_19_overlap,ORG_000013,ORG_000004,2023-03,08,19,E_000078166,E_000078172,review_only,review,mark_mixed_or_downgrade,0.715782,0.715679,0.284218,review,,让步妥协与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000081,LLM_MUTEX_0003,07_19_overlap,07_19_overlap,ORG_000013,ORG_000004,2023-03,07,19,E_000078165,E_000078172,review_only,review,mark_mixed_or_downgrade,0.713936,0.713817,0.286064,review,,提供援助与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000082,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000013,ORG_000004,2023-03,04,11,E_000078163,E_000078168,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000083,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000013,ORG_000004,2023-03,05,11,E_000078164,E_000078168,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000084,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000013,ORG_000004,2023-03,04,19,E_000078163,E_000078172,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000085,LLM_MUTEX_0008,04_17_overlap,04_17_overlap,ORG_000013,ORG_000004,2023-03,04,17,E_000078163,E_000078170,review_only,review,mark_mixed,0.71722,0.716729,0.28278,review,,协商磋商与强制行动可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000086,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000013,ORG_000004,2023-03,03,11,E_000078162,E_000078168,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000088,LLM_MUTEX_0001,08_17_overlap,08_17_overlap,ORG_000097,ORG_000172,2023-01,08,17,E_000012543,E_000012549,review_only,review,mark_mixed_or_downgrade,0.691995,0.690783,0.308005,review,,让步妥协与强制行动通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000089,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000097,ORG_000172,2023-01,04,11,E_000012540,E_000012545,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000090,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000097,ORG_000172,2023-01,05,11,E_000012541,E_000012545,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000091,LLM_MUTEX_0008,04_17_overlap,04_17_overlap,ORG_000097,ORG_000172,2023-01,04,17,E_000012540,E_000012549,review_only,review,mark_mixed,0.71722,0.716729,0.28278,review,,协商磋商与强制行动可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000092,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000097,ORG_000172,2023-01,03,11,E_000012539,E_000012545,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000093,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000014,ORG_000002,2023-03,04,11,E_000078594,E_000078596,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000094,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000014,ORG_000002,2023-03,05,11,E_000078595,E_000078596,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000095,LLM_MUTEX_0008,04_17_overlap,04_17_overlap,ORG_000014,ORG_000002,2023-03,04,17,E_000078594,E_000078598,review_only,review,mark_mixed,0.71722,0.716729,0.28278,review,,协商磋商与强制行动可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000096,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000014,ORG_000002,2023-03,03,11,E_000078593,E_000078596,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000097,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000013,ORG_000001,2023-03,06,19,E_000078148,E_000078154,review_only,review,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,review,,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000098,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000013,ORG_000001,2023-03,04,11,E_000078146,E_000078150,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000099,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000013,ORG_000001,2023-03,05,11,E_000078147,E_000078150,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000100,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000013,ORG_000001,2023-03,04,19,E_000078146,E_000078154,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000101,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000013,ORG_000001,2023-03,03,11,E_000078145,E_000078150,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000103,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000014,ORG_000001,2023-03,04,11,E_000078582,E_000078585,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000104,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000014,ORG_000001,2023-03,05,11,E_000078583,E_000078585,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000105,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000014,ORG_000001,2023-03,04,19,E_000078582,E_000078590,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000106,LLM_MUTEX_0008,04_17_overlap,04_17_overlap,ORG_000014,ORG_000001,2023-03,04,17,E_000078582,E_000078589,review_only,review,mark_mixed,0.71722,0.716729,0.28278,review,,协商磋商与强制行动可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000107,LLM_MUTEX_0009,03_11_overlap,03_11_overlap,ORG_000014,ORG_000001,2023-03,03,11,E_000078581,E_000078585,review_only,review,review,0.72336,0.720119,0.27664,review,,表达合作意愿与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000109,LLM_MUTEX_0002,08_19_overlap,08_19_overlap,ORG_000013,ORG_000015,2023-04,08,19,E_000122009,E_000122014,review_only,review,mark_mixed_or_downgrade,0.715782,0.715679,0.284218,review,,让步妥协与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000110,LLM_MUTEX_0003,07_19_overlap,07_19_overlap,ORG_000013,ORG_000015,2023-04,07,19,E_000122008,E_000122014,review_only,review,mark_mixed_or_downgrade,0.713936,0.713817,0.286064,review,,提供援助与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000111,LLM_MUTEX_0005,04_11_overlap,04_11_overlap,ORG_000013,ORG_000015,2023-04,04,11,E_000122006,E_000122010,review_only,review,review,0.719888,0.716892,0.280112,review,,协商磋商与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000112,LLM_MUTEX_0006,05_11_overlap,05_11_overlap,ORG_000013,ORG_000015,2023-04,05,11,E_000122007,E_000122010,review_only,review,review,0.712369,0.710554,0.287631,review,,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。
C_000000113,LLM_MUTEX_0007,04_19_overlap,04_19_overlap,ORG_000013,ORG_000015,2023-04,04,19,E_000122006,E_000122014,review_only,review,mark_mixed,0.719416,0.721743,0.280584,review,,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
