conflict_id,constraint_id,constraint_key,constraint_name,subject_org_id,object_org_id,month,relation_a,relation_b,edge_ids_a,edge_ids_b,final_status,conflict_action,expected_action,patecon_confidence,source_weighted_confidence,violation_rate,auto_filter_status,candidate_level,reason
C_000000225,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000137,ORG_000069,2023-01,05,19,E_000014585,E_000014587,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000228,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000030,ORG_000133,2023-02,05,19,E_000043839,E_000043845,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000233,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000137,ORG_000161,2023-02,05,19,E_000051422,E_000051428,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000239,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000013,ORG_000030,2023-04,05,19,E_000122050,E_000122057,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000255,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000172,ORG_000097,2023-01,05,19,E_000015913,E_000015918,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000268,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000014,ORG_000079,2023-04,05,19,E_000122396,E_000122401,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000283,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000013,ORG_000168,2023-03,05,19,E_000078356,E_000078358,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000290,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000014,ORG_000001,2023-01,06,19,E_000003891,E_000003895,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000295,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000014,ORG_000001,2023-01,05,19,E_000003890,E_000003895,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000299,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000098,ORG_000015,2023-01,05,19,E_000012653,E_000012658,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000300,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000013,ORG_000001,2023-02,06,19,E_000040438,E_000040443,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000305,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000013,ORG_000001,2023-02,05,19,E_000040437,E_000040443,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000310,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000014,ORG_000002,2023-04,05,19,E_000122280,E_000122282,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000315,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000001,ORG_000079,2023-02,06,19,E_000037321,E_000037327,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000320,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000001,ORG_000079,2023-02,05,19,E_000037320,E_000037327,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000324,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000014,ORG_000079,2023-03,06,19,E_000078725,E_000078733,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000329,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000014,ORG_000079,2023-03,05,19,E_000078724,E_000078733,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000353,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000013,ORG_000097,2023-03,05,19,E_000078295,E_000078297,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000364,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000214,ORG_000013,2023-02,05,19,E_000053838,E_000053842,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000367,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000015,ORG_000098,2023-01,05,19,E_000004304,E_000004306,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000371,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000218,ORG_000015,2023-01,05,19,E_000017243,E_000017247,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000378,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000013,ORG_000214,2023-02,05,19,E_000040647,E_000040649,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000380,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000015,ORG_000030,2023-02,05,19,E_000041271,E_000041274,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000386,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000052,ORG_000016,2023-03,05,19,E_000084903,E_000084906,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000404,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000097,ORG_000168,2023-01,05,19,E_000012532,E_000012536,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000422,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000040,ORG_000222,2023-03,05,19,E_000083663,E_000083670,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000423,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000013,ORG_000214,2023-01,06,19,E_000003699,E_000003701,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000425,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000013,ORG_000214,2023-01,05,19,E_000003698,E_000003701,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000428,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000015,ORG_000001,2023-01,05,19,E_000004180,E_000004182,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000435,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000052,ORG_000013,2023-02,06,19,E_000046046,E_000046054,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000438,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000052,ORG_000013,2023-02,05,19,E_000046045,E_000046054,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000443,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000001,ORG_000054,2023-03,05,19,E_000074252,E_000074254,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000469,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000222,ORG_000040,2023-03,05,19,E_000094282,E_000094288,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000480,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000030,ORG_000015,2023-02,05,19,E_000043763,E_000043767,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000492,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000013,ORG_000001,2023-01,05,19,E_000003527,E_000003532,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000495,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000013,ORG_000137,2023-01,05,19,E_000003669,E_000003671,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000509,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000040,ORG_000001,2023-04,05,19,E_000127201,E_000127203,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000514,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000040,ORG_000222,2023-04,05,19,E_000127269,E_000127271,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000519,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000183,ORG_000018,2023-04,05,19,E_000136240,E_000136243,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000524,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000015,ORG_000004,2023-01,05,19,E_000004189,E_000004193,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000527,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000161,ORG_000137,2023-01,06,19,E_000015492,E_000015496,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
C_000000532,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000161,ORG_000137,2023-01,05,19,E_000015491,E_000015496,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000538,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000001,ORG_000069,2023-03,05,19,E_000074301,E_000074307,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000543,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000018,ORG_000183,2023-01,05,19,E_000005067,E_000005070,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000547,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000218,ORG_000015,2023-02,05,19,E_000054095,E_000054098,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000556,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000222,ORG_000040,2023-01,05,19,E_000017414,E_000017418,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000566,LLM_MUTEX_0010,05_19_overlap,05_19_overlap,ORG_000030,ORG_000013,2023-03,05,19,E_000082167,E_000082169,enabled_for_mark_mixed,mark_mixed,mark_mixed,0.725985,0.724169,0.274015,mixed_candidate,weak_candidate,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。
C_000000573,LLM_MUTEX_0004,06_19_overlap,06_19_overlap,ORG_000001,ORG_000013,2023-04,06,19,E_000117676,E_000117681,enabled_for_mark_mixed,mark_mixed,mark_mixed_or_downgrade,0.74113,0.73924,0.25887,strong_soft,strong_candidate,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。
