edge_id,subject_org_id,object_org_id,event_month,relation_type,subject_name,object_name,event_count,source_datasets,icews_event_count,gdelt_event_count,confidence,status,confidence_level,confidence_reason,is_derived_relation,_subject,_object,_relation,_month,_subject_name,_object_name,_original_confidence,original_confidence,final_confidence,is_mutex_triggered,after_check_status,update_action,update_reason,triggered_constraint_ids,triggered_constraint_keys,triggered_mutex_relations,check_action,check_reason,triggered_constraints,relation_type_label
E_000041233,ORG_000015,ORG_000013,2023-02,19,Ukraine,Russia,43,GDELT;ICEWS,31,12,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000015,ORG_000013,19,2023-02,Ukraine,Russia,1.0,1.0,1.0,True,mark_mixed,mark_mixed,让步妥协与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。;协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0002;LLM_MUTEX_0007;LLM_MUTEX_0010,08_19_overlap;04_19_overlap;05_19_overlap,08-19;04-19;05-19,mark_complex,让步妥协与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。;协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,08_19_overlap;04_19_overlap;05_19_overlap,军事冲突
E_000014587,ORG_000137,ORG_000069,2023-01,19,Azerbaijan,Iran,39,GDELT;ICEWS,1,38,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000137,ORG_000069,19,2023-01,Azerbaijan,Iran,1.0,1.0,1.0,True,mark_mixed,mark_mixed,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0007;LLM_MUTEX_0010,04_19_overlap;05_19_overlap,04-19;05-19,mark_complex,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,04_19_overlap;05_19_overlap,军事冲突
E_000051422,ORG_000137,ORG_000161,2023-02,5,Azerbaijan,Armenia,39,GDELT;ICEWS,33,6,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000137,ORG_000161,05,2023-02,Azerbaijan,Armenia,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
E_000079077,ORG_000015,ORG_000013,2023-03,19,Ukraine,Russia,37,GDELT;ICEWS,25,12,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000015,ORG_000013,19,2023-03,Ukraine,Russia,1.0,1.0,1.0,True,mark_mixed,mark_mixed,让步妥协与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。;实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。;协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0002;LLM_MUTEX_0004;LLM_MUTEX_0007;LLM_MUTEX_0010,08_19_overlap;06_19_overlap;04_19_overlap;05_19_overlap,08-19;06-19;04-19;05-19,mark_complex,让步妥协与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。;实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。;协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,08_19_overlap;06_19_overlap;04_19_overlap;05_19_overlap,军事冲突
E_000078164,ORG_000013,ORG_000004,2023-03,5,Russia,Vladimir Putin,24,GDELT;ICEWS,10,14,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000013,ORG_000004,05,2023-03,Russia,Vladimir Putin,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
E_000053838,ORG_000214,ORG_000013,2023-02,5,Belarus,Russia,23,GDELT;ICEWS,15,8,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000214,ORG_000013,05,2023-02,Belarus,Russia,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
E_000084903,ORG_000052,ORG_000016,2023-03,5,European Union,United Kingdom,21,GDELT;ICEWS,9,12,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000052,ORG_000016,05,2023-03,European Union,United Kingdom,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0010,05_19_overlap,05-19,mark_complex,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_19_overlap,外交合作
E_000131572,ORG_000092,ORG_000014,2023-04,5,France,China,21,GDELT;ICEWS,13,8,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000092,ORG_000014,05,2023-04,France,China,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0010,05_19_overlap,05-19,mark_complex,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_19_overlap,外交合作
E_000015913,ORG_000172,ORG_000097,2023-01,5,Sweden,Turkey,19,GDELT;ICEWS,15,4,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000172,ORG_000097,05,2023-01,Sweden,Turkey,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
E_000041228,ORG_000015,ORG_000013,2023-02,5,Ukraine,Russia,19,GDELT;ICEWS,9,10,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000015,ORG_000013,05,2023-02,Ukraine,Russia,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
E_000074252,ORG_000001,ORG_000054,2023-03,5,United States,Canada,18,GDELT;ICEWS,16,2,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000001,ORG_000054,05,2023-03,United States,Canada,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0010,05_19_overlap,05-19,mark_complex,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_19_overlap,外交合作
E_000078356,ORG_000013,ORG_000168,2023-03,5,Russia,Syria,15,GDELT;ICEWS,11,4,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000013,ORG_000168,05,2023-03,Russia,Syria,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0010,05_19_overlap,05-19,mark_complex,外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_19_overlap,外交合作
E_000127201,ORG_000040,ORG_000001,2023-04,5,Taliban,United States,15,GDELT;ICEWS,1,14,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000040,ORG_000001,05,2023-04,Taliban,United States,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
E_000127271,ORG_000040,ORG_000222,2023-04,19,Taliban,Afghanistan,15,GDELT;ICEWS,3,12,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000040,ORG_000222,19,2023-04,Taliban,Afghanistan,1.0,1.0,1.0,True,mark_mixed,mark_mixed,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0007;LLM_MUTEX_0010,04_19_overlap;05_19_overlap,04-19;05-19,mark_complex,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,04_19_overlap;05_19_overlap,军事冲突
E_000015491,ORG_000161,ORG_000137,2023-01,5,Armenia,Azerbaijan,14,GDELT;ICEWS,8,6,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000161,ORG_000137,05,2023-01,Armenia,Azerbaijan,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
E_000074083,ORG_000001,ORG_000014,2023-03,5,United States,China,14,GDELT;ICEWS,12,2,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000001,ORG_000014,05,2023-03,United States,China,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
E_000136243,ORG_000183,ORG_000018,2023-04,19,Hamas,Israel,14,GDELT;ICEWS,2,12,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000183,ORG_000018,19,2023-04,Hamas,Israel,1.0,1.0,1.0,True,mark_mixed,mark_mixed,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0007;LLM_MUTEX_0010,04_19_overlap;05_19_overlap,04-19;05-19,mark_complex,协商磋商与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,04_19_overlap;05_19_overlap,军事冲突
E_000003699,ORG_000013,ORG_000214,2023-01,6,Russia,Belarus,13,GDELT;ICEWS,3,10,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000013,ORG_000214,06,2023-01,Russia,Belarus,1.0,1.0,1.0,True,mark_mixed,mark_mixed,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。,LLM_MUTEX_0004,06_19_overlap,06-19,mark_complex,实质合作与军事冲突通常表示矛盾关系，同月重叠时可能表示复杂或矛盾关系。,06_19_overlap,实质合作
E_000040437,ORG_000013,ORG_000001,2023-02,5,Russia,United States,13,GDELT;ICEWS,7,6,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000013,ORG_000001,05,2023-02,Russia,United States,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
E_000079070,ORG_000015,ORG_000013,2023-03,5,Ukraine,Russia,13,GDELT;ICEWS,7,6,1.0,active,high,ICEWS支持；GDELT支持；跨源共同支持；最终置信度=1.0,True,ORG_000015,ORG_000013,05,2023-03,Ukraine,Russia,1.0,1.0,1.0,True,mark_mixed,mark_mixed,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,LLM_MUTEX_0006;LLM_MUTEX_0010,05_11_overlap;05_19_overlap,05-11;05-19,mark_complex,外交合作与反对批评可能表示复杂关系，但不宜直接判为硬冲突。;外交合作与军事冲突可能表示复杂关系，通常更适合标记 mixed 或 review。,05_11_overlap;05_19_overlap,外交合作
