Q1149	P26	Q554175	19420301	19600901	
Q1149	P569	19171119	19171119	19171119	
Q1149	P570	19841031	19841031	19841031	
Q1151	P569	18031211	18031211	18031211	
Q1151	P570	18690308	18690308	18690308	
Q1224	P26	Q3080523	19460101	19460101	
Q1224	P569	19201209	19201209	19201209	
Q1228	P569	19180909	19180909	19180909	
Q1228	P570	20120129	20120129	20120129	
Q1235	P569	19081103	19081103	19081103	
Q1235	P570	20011109	20011109	20011109	
Q1253	P569	19440613	19440613	19440613	
Q1254	P26	Q3742229	19840101	19840101	
Q1254	P569	19380408	19380408	19380408	
Q1257	P569	19221114	19221114	19221114	
Q1257	P570	20160216	20160216	20160216	
Q1267	P569	19050729	19050729	19050729	
Q1267	P570	19610918	19610918	19610918	
Q1276	P569	19340921	19340921	19340921	
Q1317	P26	Q6960065	19740101	20010101	
Q1317	P569	19570310	19570310	19570310	
Q1317	P570	20110502	20110502	20110502	
Q1319	P569	18501116	18501116	18501116	
Q1319	P570	19010712	19010712	19010712	
Q1320	P569	18450426	18450426	18450426	
Q1320	P570	19221008	19221008	19221008	
Q1325	P569	18990508	18990508	18990508	
Q1325	P570	19920323	19920323	19920323	
Q1330	P570	18541122	18541122	18541122	
Q1330	P569	17860820	17860820	17860820	
Q1339	P26	Q57212	17211201	17211201	
Q1339	P26	Q57487	17211201	17200101	
Q1339	P26	Q57487	17071001	17071001	
Q1339	P108	Q61972	17030101	17030801	
Q1339	P108	Q798194	17030101	17030801	
Q1339	P108	Q798194	17030801	17070101	
Q1339	P108	Q1230608	17030101	17030801	
Q1339	P108	Q1230608	17030801	17070101	
Q1339	P108	Q61689	17030101	17030801	
Q1339	P108	Q61689	17030801	17070101	
Q1339	P108	Q699668	17030101	17030801	
Q1339	P108	Q699668	17030801	17070101	
Q1339	P108	Q53438	17030101	17030801	
Q1339	P108	Q53438	17030801	17070101	
Q1339	P108	Q53438	17361101	17361101	
Q1339	P570	17500728	17500728	17500728	
Q1339	P569	16850321	16850321	16850321	
Q1339	P569	16850331	16850331	16850331	
Q1381	P569	19471001	19471001	19471001	
Q1381	P570	20090407	20090407	20090407	
Q1398	P569	-00701013	-00701013	-00701013	
Q1398	P570	-00190919	-00190919	-00190919	
Q1405	P570	00140819	00140819	00140819	
Q1405	P569	-00630000	-00630101	-00630101	
Q1416	P569	00320428	00320428	00320428	
Q1416	P570	00690416	00690416	00690416	
Q1421	P569	00391230	00391230	00391230	
Q1421	P570	00810913	00810913	00810913	
Q1427	P569	00760124	00760124	00760124	
Q1427	P570	01380710	01380710	01380710	
Q1446	P569	01880404	01880404	01880404	
Q1446	P570	02170408	02170408	02170408	
Q1463	P569	19170911	19170911	19170911	
Q1463	P570	19890928	19890928	19890928	
Q1464	P569	19600208	19600208	19600208	
Q1488	P569	19090331	19090331	19090331	
Q1488	P570	19450206	19450206	19450206	
Q1500	P569	18610619	18610619	18610619	
Q1500	P570	18961230	18961230	18961230	
Q1503	P569	18780819	18780819	18780819	
Q1503	P570	19440801	19440801	19440801	
Q1511	P569	18130522	18130522	18130522	
Q1511	P570	18830213	18830213	18830213	
Q1526	P569	-13000101	-13000101	-13000101	
Q1526	P570	-12890101	-12890101	-12890101	
Q1528	P569	-12170101	-12170101	-12170101	
Q1528	P570	-11540101	-11540101	-11540101	
Q1638	P569	19230714	19230714	19230714	
Q1638	P570	19991107	19991107	19991107	
Q1646	P569	19350621	19350621	19350621	
Q1646	P570	20040924	20040924	20040924	
Q1672	P569	19891124	19891124	19891124	
Q1681	P569	19881002	19881002	19881002	
Q1691	P569	19840725	19840725	19840725	
Q1712	P569	19910614	19910614	19910614	
Q1738	P569	19871003	19871003	19871003	
Q1747	P569	19880325	19880325	19880325	
Q1753	P569	19760814	19760814	19760814	
Q1755	P569	19810830	19810830	19810830	
Q1789	P569	19880121	19880121	19880121	
Q1802	P569	19520205	19520205	19520205	
Q1802	P570	19860114	19860114	19860114	
Q1804	P569	19300609	19300609	19300609	
Q1804	P570	19971124	19971124	19971124	
Q1812	P569	02250120	02250120	02250120	
Q1812	P570	02440211	02440211	02440211	
Q1817	P570	02490101	02490101	02490101	
Q1817	P569	02040101	02040101	02040101	
Q1835	P54	Q298267	19890101	19920101	
Q1835	P54	Q1450568	19890101	19920101	
Q1835	P54	Q1450568	19880101	19890101	
Q1835	P54	Q1450557	19890101	19920101	
Q1835	P54	Q1450557	19880101	19890101	
Q1835	P54	Q1450557	19890101	19900101	
Q1835	P54	Q1277549	19890101	19920101	
Q1835	P54	Q1277549	19880101	19890101	
Q1835	P54	Q1277549	19890101	19900101	
Q1835	P54	Q1277549	19900101	19940101	
Q1835	P54	Q3590024	19890101	19920101	
Q1835	P54	Q3590024	19880101	19890101	
Q1835	P54	Q3590024	19890101	19900101	
Q1835	P54	Q3590024	19900101	19940101	
Q1835	P54	Q3590024	19950101	19950101	
Q1835	P54	Q8682	19890101	19920101	
Q1835	P54	Q8682	19880101	19890101	
Q1835	P54	Q8682	19890101	19900101	
Q1835	P54	Q8682	19900101	19940101	
Q1835	P54	Q8682	19950101	19950101	
Q1835	P54	Q8682	20010101	20060101	
Q1835	P54	Q1422	19890101	19920101	
Q1835	P54	Q1422	19880101	19890101	
Q1835	P54	Q1422	19890101	19900101	
Q1835	P54	Q1422	19900101	19940101	
Q1835	P54	Q1422	19950101	19950101	
Q1835	P54	Q1422	20010101	20060101	
Q1835	P54	Q1422	19960101	20010101	
Q1835	P54	Q47774	19890101	19920101	
Q1835	P54	Q47774	19880101	19890101	
Q1835	P54	Q47774	19890101	19900101	
Q1835	P54	Q47774	19900101	19940101	
Q1835	P54	Q47774	19950101	19950101	
Q1835	P54	Q47774	20010101	20060101	
Q1835	P54	Q47774	19960101	20010101	
Q1835	P54	Q47774	19940101	20060101	
Q1835	P54	Q172476	19890101	19920101	
Q1835	P54	Q172476	19880101	19890101	
Q1835	P54	Q172476	19890101	19900101	
Q1835	P54	Q172476	19900101	19940101	
Q1835	P54	Q172476	19950101	19950101	
Q1835	P54	Q172476	20010101	20060101	
Q1835	P54	Q172476	19960101	20010101	
Q1835	P54	Q172476	19940101	20060101	
Q1835	P54	Q172476	19920101	19960101	
Q1835	P569	19720623	19720623	19720623	
Q1839	P54	Q19513	19830101	19910101	
Q1839	P54	Q7156	19830101	19910101	
Q1839	P54	Q7156	19960101	19970101	
Q1839	P54	Q182876	19830101	19910101	
Q1839	P54	Q182876	19960101	19970101	
Q1839	P54	Q182876	19950101	19960101	
Q1839	P54	Q19521	19830101	19910101	
Q1839	P54	Q19521	19960101	19970101	
Q1839	P54	Q19521	19950101	19960101	
Q1839	P54	Q19521	19930101	19950101	
Q1839	P54	Q132885	19830101	19910101	
Q1839	P54	Q132885	19960101	19970101	
Q1839	P54	Q132885	19950101	19960101	
Q1839	P54	Q132885	19930101	19950101	
Q1839	P54	Q132885	19970101	19990101	
Q1839	P54	Q18656	19830101	19910101	
Q1839	P54	Q18656	19960101	19970101	
Q1839	P54	Q18656	19950101	19960101	
Q1839	P54	Q18656	19930101	19950101	
Q1839	P54	Q18656	19970101	19990101	
Q1839	P54	Q18656	20010101	20030101	
Q1839	P54	Q2641	19830101	19910101	
Q1839	P54	Q2641	19960101	19970101	
Q1839	P54	Q2641	19950101	19960101	
Q1839	P54	Q2641	19930101	19950101	
Q1839	P54	Q2641	19970101	19990101	
Q1839	P54	Q2641	20010101	20030101	
Q1839	P54	Q2641	19910101	19920101	
Q1839	P54	Q631	19830101	19910101	
Q1839	P54	Q631	19960101	19970101	
Q1839	P54	Q631	19950101	19960101	
Q1839	P54	Q631	19930101	19950101	
Q1839	P54	Q631	19970101	19990101	
Q1839	P54	Q631	20010101	20030101	
Q1839	P54	Q631	19910101	19920101	
Q1839	P54	Q631	19990101	20010101	
Q1839	P54	Q730809	19830101	19910101	
Q1839	P54	Q730809	19960101	19970101	
Q1839	P54	Q730809	19950101	19960101	
Q1839	P54	Q730809	19930101	19950101	
Q1839	P54	Q730809	19970101	19990101	
Q1839	P54	Q730809	20010101	20030101	
Q1839	P54	Q730809	19910101	19920101	
Q1839	P54	Q730809	19990101	20010101	
Q1839	P54	Q730809	19920101	19930101	
Q1839	P54	Q1450557	19830101	19910101	
Q1839	P54	Q1450557	19960101	19970101	
Q1839	P54	Q1450557	19950101	19960101	
Q1839	P54	Q1450557	19930101	19950101	
Q1839	P54	Q1450557	19970101	19990101	
Q1839	P54	Q1450557	20010101	20030101	
Q1839	P54	Q1450557	19910101	19920101	
Q1839	P54	Q1450557	19990101	20010101	
Q1839	P54	Q1450557	19920101	19930101	
Q1839	P54	Q1277549	19830101	19910101	
Q1839	P54	Q1277549	19960101	19970101	
Q1839	P54	Q1277549	19950101	19960101	
Q1839	P54	Q1277549	19930101	19950101	
Q1839	P54	Q1277549	19970101	19990101	
Q1839	P54	Q1277549	20010101	20030101	
Q1839	P54	Q1277549	19910101	19920101	
Q1839	P54	Q1277549	19990101	20010101	
Q1839	P54	Q1277549	19920101	19930101	
Q1839	P54	Q47774	19830101	19910101	
Q1839	P54	Q47774	19960101	19970101	
Q1839	P54	Q47774	19950101	19960101	
Q1839	P54	Q47774	19930101	19950101	
Q1839	P54	Q47774	19970101	19990101	
Q1839	P54	Q47774	20010101	20030101	
Q1839	P54	Q47774	19910101	19920101	
Q1839	P54	Q47774	19990101	20010101	
Q1839	P54	Q47774	19920101	19930101	
Q1839	P54	Q47774	19890101	20000101	
Q1839	P569	19651119	19651119	19651119	
Q1868	P569	18680823	18680823	18680823	
Q1868	P570	19441210	19441210	19441210	
Q1878	P569	19670914	19670914	19670914	
Q1885	P54	Q11938	20110101	20110101	
Q1885	P54	Q601723	20110101	20110101	
Q1885	P54	Q601723	20090101	20090101	
Q1885	P54	Q514714	20110101	20110101	
Q1885	P54	Q514714	20090101	20120101	
Q1885	P54	Q514714	20100101	20100101	
Q1885	P54	Q514714	20110101	20110101	
Q1885	P54	Q514714	20090101	20120101	
Q1885	P54	Q514714	20100101	20120101	
Q1885	P54	Q514714	20120101	20120101	
Q1885	P54	Q1811026	20110101	20110101	
Q1885	P54	Q1811026	20090101	20120101	
Q1885	P54	Q1811026	20100101	20120101	
Q1885	P54	Q1811026	20120101	20140101	
Q1885	P54	Q1811026	20130101	20130101	
Q1885	P54	Q11938	20110101	20110101	
Q1885	P54	Q11938	20090101	20120101	
Q1885	P54	Q11938	20100101	20120101	
Q1885	P54	Q11938	20120101	20140101	
Q1885	P54	Q11938	20130101	20130101	
Q1885	P54	Q11938	20100101	20100101	
Q1885	P569	19931107	19931107	19931107	
Q1911	P54	Q849823	20120101	20120101	
Q1911	P54	Q797530	20120101	20080101	
Q1911	P54	Q797530	20070101	20070101	
Q1911	P54	Q822021	20120101	20080101	
Q1911	P54	Q822021	20070101	20100101	
Q1911	P54	Q822021	20080101	20080101	
Q1911	P54	Q209509	20120101	20080101	
Q1911	P54	Q209509	20070101	20100101	
Q1911	P54	Q209509	20080101	20080101	
Q1911	P54	Q209509	20050101	20050101	
Q1911	P54	Q19513	20120101	20080101	
Q1911	P54	Q19513	20070101	20100101	
Q1911	P54	Q19513	20080101	20080101	
Q1911	P54	Q19513	20050101	20120101	
Q1911	P54	Q19513	20100101	20100101	
Q1911	P54	Q9617	20120101	20080101	
Q1911	P54	Q9617	20070101	20100101	
Q1911	P54	Q9617	20080101	20080101	
Q1911	P54	Q9617	20050101	20120101	
Q1911	P54	Q9617	20100101	20100101	
Q1911	P54	Q9617	20120101	20120101	
Q1911	P54	Q47774	20120101	20080101	
Q1911	P54	Q47774	20070101	20100101	
Q1911	P54	Q47774	20080101	20080101	
Q1911	P54	Q47774	20050101	20120101	
Q1911	P54	Q47774	20100101	20100101	
Q1911	P54	Q47774	20120101	20120101	
Q1911	P54	Q47774	20110101	20110101	
Q1911	P54	Q822021	20120101	20080101	
Q1911	P54	Q822021	20070101	20100101	
Q1911	P54	Q822021	20080101	20080101	
Q1911	P54	Q822021	20050101	20120101	
Q1911	P54	Q822021	20100101	20100101	
Q1911	P54	Q822021	20120101	20120101	
Q1911	P54	Q822021	20110101	20110101	
Q1911	P54	Q822021	20100101	20100101	
Q1911	P569	19860930	19860930	19860930	
Q1918	P54	Q309400	20000101	20020101	
Q1918	P54	Q1757655	20000101	20020101	
Q1918	P54	Q1757655	20020101	20030101	
Q1918	P54	Q218372	20000101	20020101	
Q1918	P54	Q218372	20020101	20030101	
Q1918	P54	Q218372	20030101	20040101	
Q1918	P54	Q221525	20000101	20020101	
Q1918	P54	Q221525	20020101	20030101	
Q1918	P54	Q221525	20030101	20040101	
Q1918	P54	Q221525	20040101	20050101	
Q1918	P54	Q132885	20000101	20020101	
Q1918	P54	Q132885	20020101	20030101	
Q1918	P54	Q132885	20030101	20040101	
Q1918	P54	Q132885	20040101	20050101	
Q1918	P54	Q132885	20050101	20070101	
Q1918	P54	Q47774	20000101	20020101	
Q1918	P54	Q47774	20020101	20030101	
Q1918	P54	Q47774	20030101	20040101	
Q1918	P54	Q47774	20040101	20050101	
Q1918	P54	Q47774	20050101	20070101	
Q1918	P54	Q47774	20060101	20140101	
Q1918	P54	Q495299	20000101	20020101	
Q1918	P54	Q495299	20020101	20030101	
Q1918	P54	Q495299	20030101	20040101	
Q1918	P54	Q495299	20040101	20050101	
Q1918	P54	Q495299	20050101	20070101	
Q1918	P54	Q495299	20060101	20140101	
Q1918	P54	Q495299	20050101	20050101	
Q1918	P54	Q15789	20000101	20020101	
Q1918	P54	Q15789	20020101	20030101	
Q1918	P54	Q15789	20030101	20040101	
Q1918	P54	Q15789	20040101	20050101	
Q1918	P54	Q15789	20050101	20070101	
Q1918	P54	Q15789	20060101	20140101	
Q1918	P54	Q15789	20050101	20050101	
Q1918	P54	Q15789	20070101	20070101	
Q1918	P54	Q1277549	20000101	20020101	
Q1918	P54	Q1277549	20020101	20030101	
Q1918	P54	Q1277549	20030101	20040101	
Q1918	P54	Q1277549	20040101	20050101	
Q1918	P54	Q1277549	20050101	20070101	
Q1918	P54	Q1277549	20060101	20140101	
Q1918	P54	Q1277549	20050101	20050101	
Q1918	P54	Q1277549	20070101	20060101	
Q1918	P54	Q1277549	20040101	20040101	
Q1918	P569	19830407	19830407	19830407	
Q1925	P54	Q631	20140101	20150101	
Q1925	P54	Q19509	20140101	20150101	
Q1925	P54	Q19509	20080101	20130101	
Q1925	P54	Q170040	20140101	20150101	
Q1925	P54	Q170040	20080101	20130101	
Q1925	P54	Q170040	20130101	20140101	
Q1925	P54	Q18739	20140101	20150101	
Q1925	P54	Q18739	20080101	20130101	
Q1925	P54	Q18739	20130101	20140101	
Q1925	P54	Q18739	20150101	20160101	
Q1925	P54	Q3590033	20140101	20150101	
Q1925	P54	Q3590033	20080101	20130101	
Q1925	P54	Q3590033	20130101	20140101	
Q1925	P54	Q3590033	20150101	20160101	
Q1925	P54	Q3590033	20060101	20060101	
Q1925	P54	Q1450568	20140101	20150101	
Q1925	P54	Q1450568	20080101	20130101	
Q1925	P54	Q1450568	20130101	20140101	
Q1925	P54	Q1450568	20150101	20160101	
Q1925	P54	Q1450568	20060101	20060101	
Q1925	P54	Q1450568	20060101	20070101	
Q1925	P54	Q1450557	20140101	20150101	
Q1925	P54	Q1450557	20080101	20130101	
Q1925	P54	Q1450557	20130101	20140101	
Q1925	P54	Q1450557	20150101	20160101	
Q1925	P54	Q1450557	20060101	20060101	
Q1925	P54	Q1450557	20060101	20070101	
Q1925	P54	Q1450557	20070101	20080101	
Q1925	P54	Q2701714	20140101	20150101	
Q1925	P54	Q2701714	20080101	20130101	
Q1925	P54	Q2701714	20130101	20140101	
Q1925	P54	Q2701714	20150101	20160101	
Q1925	P54	Q2701714	20060101	20060101	
Q1925	P54	Q2701714	20060101	20070101	
Q1925	P54	Q2701714	20070101	20080101	
Q1925	P54	Q2701714	20080101	20090101	
Q1925	P54	Q1277549	20140101	20150101	
Q1925	P54	Q1277549	20080101	20130101	
Q1925	P54	Q1277549	20130101	20140101	
Q1925	P54	Q1277549	20150101	20160101	
Q1925	P54	Q1277549	20060101	20060101	
Q1925	P54	Q1277549	20060101	20070101	
Q1925	P54	Q1277549	20070101	20080101	
Q1925	P54	Q1277549	20080101	20090101	
Q1925	P54	Q1277549	20090101	20120101	
Q1925	P54	Q47774	20140101	20150101	
Q1925	P54	Q47774	20080101	20130101	
Q1925	P54	Q47774	20130101	20140101	
Q1925	P54	Q47774	20150101	20160101	
Q1925	P54	Q47774	20060101	20060101	
Q1925	P54	Q47774	20060101	20070101	
Q1925	P54	Q47774	20070101	20080101	
Q1925	P54	Q47774	20080101	20090101	
Q1925	P54	Q47774	20090101	20120101	
Q1925	P54	Q47774	20100101	20120101	
Q1925	P54	Q19509	20140101	20150101	
Q1925	P54	Q19509	20080101	20130101	
Q1925	P54	Q19509	20130101	20140101	
Q1925	P54	Q19509	20150101	20160101	
Q1925	P54	Q19509	20060101	20060101	
Q1925	P54	Q19509	20060101	20070101	
Q1925	P54	Q19509	20070101	20080101	
Q1925	P54	Q19509	20080101	20090101	
Q1925	P54	Q19509	20090101	20120101	
Q1925	P54	Q19509	20100101	20120101	
Q1925	P54	Q19509	20070101	20080101	
Q1925	P569	19900629	19900629	19900629	
Q1928	P54	Q18716	20100101	20110101	
Q1928	P54	Q704	20100101	20110101	
Q1928	P54	Q704	20040101	20080101	
Q1928	P54	Q132885	20100101	20110101	
Q1928	P54	Q132885	20040101	20080101	
Q1928	P54	Q132885	20080101	20100101	
Q1928	P54	Q18716	20100101	20110101	
Q1928	P54	Q18716	20040101	20080101	
Q1928	P54	Q18716	20080101	20100101	
Q1928	P54	Q18716	20110101	20140101	
Q1928	P54	Q19477	20100101	20110101	
Q1928	P54	Q19477	20040101	20080101	
Q1928	P54	Q19477	20080101	20100101	
Q1928	P54	Q19477	20110101	20140101	
Q1928	P54	Q19477	20140101	20140101	
Q1928	P54	Q185163	20100101	20110101	
Q1928	P54	Q185163	20040101	20080101	
Q1928	P54	Q185163	20080101	20100101	
Q1928	P54	Q185163	20110101	20140101	
Q1928	P54	Q185163	20140101	20140101	
Q1928	P54	Q185163	20150101	20150101	
Q1928	P54	Q3590033	20100101	20110101	
Q1928	P54	Q3590033	20040101	20080101	
Q1928	P54	Q3590033	20080101	20100101	
Q1928	P54	Q3590033	20110101	20140101	
Q1928	P54	Q3590033	20140101	20140101	
Q1928	P54	Q3590033	20150101	20030101	
Q1928	P54	Q3590033	20020101	20020101	
Q1928	P54	Q1450568	20100101	20110101	
Q1928	P54	Q1450568	20040101	20080101	
Q1928	P54	Q1450568	20080101	20100101	
Q1928	P54	Q1450568	20110101	20140101	
Q1928	P54	Q1450568	20140101	20140101	
Q1928	P54	Q1450568	20150101	20030101	
Q1928	P54	Q1450568	20020101	20040101	
Q1928	P54	Q1450568	20030101	20030101	
Q1928	P54	Q1450557	20100101	20110101	
Q1928	P54	Q1450557	20040101	20080101	
Q1928	P54	Q1450557	20080101	20100101	
Q1928	P54	Q1450557	20110101	20140101	
Q1928	P54	Q1450557	20140101	20140101	
Q1928	P54	Q1450557	20150101	20030101	
Q1928	P54	Q1450557	20020101	20040101	
Q1928	P54	Q1450557	20030101	20050101	
Q1928	P54	Q1450557	20040101	20040101	
Q1928	P54	Q2701714	20100101	20110101	
Q1928	P54	Q2701714	20040101	20080101	
Q1928	P54	Q2701714	20080101	20100101	
Q1928	P54	Q2701714	20110101	20140101	
Q1928	P54	Q2701714	20140101	20140101	
Q1928	P54	Q2701714	20150101	20030101	
Q1928	P54	Q2701714	20020101	20040101	
Q1928	P54	Q2701714	20030101	20050101	
Q1928	P54	Q2701714	20040101	20060101	
Q1928	P54	Q2701714	20050101	20050101	
Q1928	P54	Q1277549	20100101	20110101	
Q1928	P54	Q1277549	20040101	20080101	
Q1928	P54	Q1277549	20080101	20100101	
Q1928	P54	Q1277549	20110101	20140101	
Q1928	P54	Q1277549	20140101	20140101	
Q1928	P54	Q1277549	20150101	20030101	
Q1928	P54	Q1277549	20020101	20040101	
Q1928	P54	Q1277549	20030101	20050101	
Q1928	P54	Q1277549	20040101	20060101	
Q1928	P54	Q1277549	20050101	20070101	
Q1928	P54	Q1277549	20060101	20060101	
Q1928	P54	Q47774	20100101	20110101	
Q1928	P54	Q47774	20040101	20080101	
Q1928	P54	Q47774	20080101	20100101	
Q1928	P54	Q47774	20110101	20140101	
Q1928	P54	Q47774	20140101	20140101	
Q1928	P54	Q47774	20150101	20030101	
Q1928	P54	Q47774	20020101	20040101	
Q1928	P54	Q47774	20030101	20050101	
Q1928	P54	Q47774	20040101	20060101	
Q1928	P54	Q47774	20050101	20070101	
Q1928	P54	Q47774	20060101	20060101	
Q1928	P54	Q47774	20070101	20070101	
Q1928	P54	Q19477	20100101	20110101	
Q1928	P54	Q19477	20040101	20080101	
Q1928	P54	Q19477	20080101	20100101	
Q1928	P54	Q19477	20110101	20140101	
Q1928	P54	Q19477	20140101	20140101	
Q1928	P54	Q19477	20150101	20030101	
Q1928	P54	Q19477	20020101	20040101	
Q1928	P54	Q19477	20030101	20050101	
Q1928	P54	Q19477	20040101	20060101	
Q1928	P54	Q19477	20050101	20070101	
Q1928	P54	Q19477	20060101	20150101	
Q1928	P54	Q19477	20070101	20070101	
Q1928	P54	Q19477	20140101	20140101	
Q1928	P54	Q1450557	20100101	20110101	
Q1928	P54	Q1450557	20040101	20080101	
Q1928	P54	Q1450557	20080101	20100101	
Q1928	P54	Q1450557	20110101	20140101	
Q1928	P54	Q1450557	20140101	20140101	
Q1928	P54	Q1450557	20150101	20030101	
Q1928	P54	Q1450557	20020101	20040101	
Q1928	P54	Q1450557	20030101	20050101	
Q1928	P54	Q1450557	20040101	20060101	
Q1928	P54	Q1450557	20050101	20070101	
Q1928	P54	Q1450557	20060101	20150101	
Q1928	P54	Q1450557	20070101	20050101	
Q1928	P54	Q1450557	20140101	20140101	
Q1928	P54	Q1450557	20050101	20050101	
Q1928	P54	Q1277549	20100101	20110101	
Q1928	P54	Q1277549	20040101	20080101	
Q1928	P54	Q1277549	20080101	20100101	
Q1928	P54	Q1277549	20110101	20140101	
Q1928	P54	Q1277549	20140101	20140101	
Q1928	P54	Q1277549	20150101	20030101	
Q1928	P54	Q1277549	20020101	20040101	
Q1928	P54	Q1277549	20030101	20050101	
Q1928	P54	Q1277549	20040101	20060101	
Q1928	P54	Q1277549	20050101	20070101	
Q1928	P54	Q1277549	20060101	20150101	
Q1928	P54	Q1277549	20070101	20050101	
Q1928	P54	Q1277549	20140101	20070101	
Q1928	P54	Q1277549	20050101	20050101	
Q1928	P54	Q1277549	20070101	20070101	
Q1928	P54	Q18716	20100101	20110101	
Q1928	P54	Q18716	20040101	20080101	
Q1928	P54	Q18716	20080101	20100101	
Q1928	P54	Q18716	20110101	20140101	
Q1928	P54	Q18716	20140101	20140101	
Q1928	P54	Q18716	20150101	20030101	
Q1928	P54	Q18716	20020101	20040101	
Q1928	P54	Q18716	20030101	20050101	
Q1928	P54	Q18716	20040101	20060101	
Q1928	P54	Q18716	20050101	20070101	
Q1928	P54	Q18716	20060101	20150101	
Q1928	P54	Q18716	20070101	20050101	
Q1928	P54	Q18716	20140101	20070101	
Q1928	P54	Q18716	20050101	20150101	
Q1928	P54	Q18716	20070101	20070101	
Q1928	P54	Q18716	20150101	20150101	
Q1928	P569	19870307	19870307	19870307	
Q1934	P54	Q333838	20110101	20130101	
Q1934	P54	Q704	20110101	20130101	
Q1934	P54	Q704	19990101	20100101	
Q1934	P54	Q4122219	20110101	20130101	
Q1934	P54	Q4122219	19990101	20100101	
Q1934	P54	Q4122219	20100101	20110101	
Q1934	P54	Q704	20110101	20130101	
Q1934	P54	Q704	19990101	20100101	
Q1934	P54	Q704	20100101	20110101	
Q1934	P54	Q704	20130101	20140101	
Q1934	P54	Q3323135	20110101	20130101	
Q1934	P54	Q3323135	19990101	20100101	
Q1934	P54	Q3323135	20100101	20110101	
Q1934	P54	Q3323135	20130101	20140101	
Q1934	P54	Q3323135	20140101	20150101	
Q1934	P54	Q1277549	20110101	20130101	
Q1934	P54	Q1277549	19990101	20100101	
Q1934	P54	Q1277549	20100101	20110101	
Q1934	P54	Q1277549	20130101	20140101	
Q1934	P54	Q1277549	20140101	20150101	
Q1934	P54	Q1277549	20000101	20020101	
Q1934	P54	Q47774	20110101	20130101	
